,Location_code,All_location,Type_of_meat,Usage,Year,Unit,Magnitude,Value,Country,Continent,Economic_Area,Water_liters_for_meat_prod_per_kilos,Water_Liter,Production_value,Consumption_value,Human_consumption_per_capita_value
563451,TUR,Türkiye,Sheepmeat,Production,2019,Tonnes,Hundreds,4614.53,Türkiye,Not a continent,Not an Economic Area,10.412,,4614.53,,
563452,TUR,Türkiye,Sheepmeat,Production,2020,Tonnes,Hundreds,4636.24,Türkiye,Not a continent,Not an Economic Area,10.412,,4636.24,,
563453,TUR,Türkiye,Sheepmeat,Production,2021,Tonnes,Hundreds,4689.719999999999,Türkiye,Not a continent,Not an Economic Area,10.412,,4689.719999999999,,
563454,TUR,Türkiye,Sheepmeat,Production,2022,Tonnes,Hundreds,4704.18,Türkiye,Not a continent,Not an Economic Area,10.412,,4704.18,,
565062,VNM,Viet Nam,Poultry meat,Production,1990,Tonnes,Hundreds,1696.0,Viet Nam,Not a continent,Not an Economic Area,4.325,,1696.0,,
565063,VNM,Viet Nam,Poultry meat,Production,1991,Tonnes,Hundreds,1647.2,Viet Nam,Not a continent,Not an Economic Area,4.325,,1647.2,,
565064,VNM,Viet Nam,Poultry meat,Production,1992,Tonnes,Hundreds,1771.2,Viet Nam,Not a continent,Not an Economic Area,4.325,,1771.2,,
565065,VNM,Viet Nam,Poultry meat,Production,1993,Tonnes,Hundreds,1687.2,Viet Nam,Not a continent,Not an Economic Area,4.325,,1687.2,,
565066,VNM,Viet Nam,Poultry meat,Production,1994,Tonnes,Hundreds,1702.36,Viet Nam,Not a continent,Not an Economic Area,4.325,,1702.36,,
565067,VNM,Viet Nam,Poultry meat,Production,1995,Tonnes,Hundreds,1751.0900000000001,Viet Nam,Not a continent,Not an Economic Area,4.325,,1751.0900000000001,,
565068,VNM,Viet Nam,Poultry meat,Production,1996,Tonnes,Hundreds,1962.21,Viet Nam,Not a continent,Not an Economic Area,4.325,,1962.21,,
565069,VNM,Viet Nam,Poultry meat,Production,1997,Tonnes,Hundreds,2840.21,Viet Nam,Not a continent,Not an Economic Area,4.325,,2840.21,,
565070,VNM,Viet Nam,Poultry meat,Production,1998,Tonnes,Hundreds,2986.93,Viet Nam,Not a continent,Not an Economic Area,4.325,,2986.93,,
565071,VNM,Viet Nam,Poultry meat,Production,1999,Tonnes,Hundreds,3245.89,Viet Nam,Not a continent,Not an Economic Area,4.325,,3245.89,,
565072,VNM,Viet Nam,Poultry meat,Production,2000,Tonnes,Hundreds,3641.42,Viet Nam,Not a continent,Not an Economic Area,4.325,,3641.42,,
565073,VNM,Viet Nam,Poultry meat,Production,2001,Tonnes,Hundreds,3844.16,Viet Nam,Not a continent,Not an Economic Area,4.325,,3844.16,,
565074,VNM,Viet Nam,Poultry meat,Production,2002,Tonnes,Hundreds,4178.6900000000005,Viet Nam,Not a continent,Not an Economic Area,4.325,,4178.6900000000005,,
565075,VNM,Viet Nam,Poultry meat,Production,2003,Tonnes,Hundreds,4540.03,Viet Nam,Not a continent,Not an Economic Area,4.325,,4540.03,,
565076,VNM,Viet Nam,Poultry meat,Production,2004,Tonnes,Hundreds,3869.9700000000003,Viet Nam,Not a continent,Not an Economic Area,4.325,,3869.9700000000003,,
565077,VNM,Viet Nam,Poultry meat,Production,2005,Tonnes,Hundreds,3929.5600000000004,Viet Nam,Not a continent,Not an Economic Area,4.325,,3929.5600000000004,,
565078,VNM,Viet Nam,Poultry meat,Production,2006,Tonnes,Hundreds,4139.32,Viet Nam,Not a continent,Not an Economic Area,4.325,,4139.32,,
565079,VNM,Viet Nam,Poultry meat,Production,2007,Tonnes,Hundreds,4304.9400000000005,Viet Nam,Not a continent,Not an Economic Area,4.325,,4304.9400000000005,,
565080,VNM,Viet Nam,Poultry meat,Production,2008,Tonnes,Hundreds,5278.58,Viet Nam,Not a continent,Not an Economic Area,4.325,,5278.58,,
565081,VNM,Viet Nam,Poultry meat,Production,2009,Tonnes,Hundreds,6061.84,Viet Nam,Not a continent,Not an Economic Area,4.325,,6061.84,,
565082,VNM,Viet Nam,Poultry meat,Production,2010,Tonnes,Hundreds,5296.530000000001,Viet Nam,Not a continent,Not an Economic Area,4.325,,5296.530000000001,,
565083,VNM,Viet Nam,Poultry meat,Production,2011,Tonnes,Hundreds,5971.5,Viet Nam,Not a continent,Not an Economic Area,4.325,,5971.5,,
565084,VNM,Viet Nam,Poultry meat,Production,2012,Tonnes,Hundreds,6243.490000000001,Viet Nam,Not a continent,Not an Economic Area,4.325,,6243.490000000001,,
565085,VNM,Viet Nam,Poultry meat,Production,2013,Tonnes,Hundreds,6755.549999999999,Viet Nam,Not a continent,Not an Economic Area,4.325,,6755.549999999999,,
565086,VNM,Viet Nam,Poultry meat,Production,2014,Tonnes,Hundreds,7275.8,Viet Nam,Not a continent,Not an Economic Area,4.325,,7275.8,,
565087,VNM,Viet Nam,Poultry meat,Production,2015,Tonnes,Hundreds,7872.64,Viet Nam,Not a continent,Not an Economic Area,4.325,,7872.64,,
565088,VNM,Viet Nam,Poultry meat,Production,2016,Tonnes,Hundreds,8203.150000000001,Viet Nam,Not a continent,Not an Economic Area,4.325,,8203.150000000001,,
565089,VNM,Viet Nam,Poultry meat,Production,2017,Tonnes,Hundreds,8706.06,Viet Nam,Not a continent,Not an Economic Area,4.325,,8706.06,,
565090,VNM,Viet Nam,Poultry meat,Production,2018,Tonnes,Hundreds,9227.16,Viet Nam,Not a continent,Not an Economic Area,4.325,,9227.16,,
565091,VNM,Viet Nam,Poultry meat,Production,2019,Tonnes,Hundreds,10795.66,Viet Nam,Not a continent,Not an Economic Area,4.325,,10795.66,,
565092,VNM,Viet Nam,Poultry meat,Production,2020,Tonnes,Hundreds,11565.41,Viet Nam,Not a continent,Not an Economic Area,4.325,,11565.41,,
565093,VNM,Viet Nam,Poultry meat,Production,2021,Tonnes,Hundreds,12018.48,Viet Nam,Not a continent,Not an Economic Area,4.325,,12018.48,,
565094,VNM,Viet Nam,Poultry meat,Production,2022,Tonnes,Hundreds,12480.54,Viet Nam,Not a continent,Not an Economic Area,4.325,,12480.54,,
566497,ASP,ASIA,Poultry meat,Human consumption per capita,1990,Kilograms per capita,Units,2.131,Not a country,Asia,Not an Economic Area,4.325,9.216574999999999,,,2.131
566498,ASP,ASIA,Poultry meat,Human consumption per capita,1991,Kilograms per capita,Units,3.295,Not a country,Asia,Not an Economic Area,4.325,14.250875,,,3.295
566499,ASP,ASIA,Poultry meat,Human consumption per capita,1992,Kilograms per capita,Units,3.574,Not a country,Asia,Not an Economic Area,4.325,15.45755,,,3.574
566500,ASP,ASIA,Poultry meat,Human consumption per capita,1993,Kilograms per capita,Units,3.998,Not a country,Asia,Not an Economic Area,4.325,17.29135,,,3.998
566501,ASP,ASIA,Poultry meat,Human consumption per capita,1994,Kilograms per capita,Units,4.291,Not a country,Asia,Not an Economic Area,4.325,18.558575,,,4.291
566502,ASP,ASIA,Poultry meat,Human consumption per capita,1995,Kilograms per capita,Units,4.787,Not a country,Asia,Not an Economic Area,4.325,20.703775,,,4.787
566503,ASP,ASIA,Poultry meat,Human consumption per capita,1996,Kilograms per capita,Units,4.818,Not a country,Asia,Not an Economic Area,4.325,20.83785,,,4.818
566504,ASP,ASIA,Poultry meat,Human consumption per capita,1997,Kilograms per capita,Units,5.157,Not a country,Asia,Not an Economic Area,4.325,22.304025,,,5.157
566505,ASP,ASIA,Poultry meat,Human consumption per capita,1998,Kilograms per capita,Units,5.313,Not a country,Asia,Not an Economic Area,4.325,22.978725,,,5.313
566506,ASP,ASIA,Poultry meat,Human consumption per capita,1999,Kilograms per capita,Units,5.519,Not a country,Asia,Not an Economic Area,4.325,23.869675,,,5.519
566507,ASP,ASIA,Poultry meat,Human consumption per capita,2000,Kilograms per capita,Units,5.993,Not a country,Asia,Not an Economic Area,4.325,25.919725000000003,,,5.993
566508,ASP,ASIA,Poultry meat,Human consumption per capita,2001,Kilograms per capita,Units,5.965,Not a country,Asia,Not an Economic Area,4.325,25.798625,,,5.965
566509,ASP,ASIA,Poultry meat,Human consumption per capita,2002,Kilograms per capita,Units,6.053,Not a country,Asia,Not an Economic Area,4.325,26.179225000000002,,,6.053
566510,ASP,ASIA,Poultry meat,Human consumption per capita,2003,Kilograms per capita,Units,6.272,Not a country,Asia,Not an Economic Area,4.325,27.126400000000004,,,6.272
566511,ASP,ASIA,Poultry meat,Human consumption per capita,2004,Kilograms per capita,Units,6.184,Not a country,Asia,Not an Economic Area,4.325,26.745800000000003,,,6.184
566512,ASP,ASIA,Poultry meat,Human consumption per capita,2005,Kilograms per capita,Units,6.536,Not a country,Asia,Not an Economic Area,4.325,28.2682,,,6.536
566513,ASP,ASIA,Poultry meat,Human consumption per capita,2006,Kilograms per capita,Units,6.737,Not a country,Asia,Not an Economic Area,4.325,29.137525,,,6.737
566514,ASP,ASIA,Poultry meat,Human consumption per capita,2007,Kilograms per capita,Units,7.211,Not a country,Asia,Not an Economic Area,4.325,31.187575000000002,,,7.211
566515,ASP,ASIA,Poultry meat,Human consumption per capita,2008,Kilograms per capita,Units,7.538,Not a country,Asia,Not an Economic Area,4.325,32.601850000000006,,,7.538
566516,ASP,ASIA,Poultry meat,Human consumption per capita,2009,Kilograms per capita,Units,7.846,Not a country,Asia,Not an Economic Area,4.325,33.93395,,,7.846
566517,ASP,ASIA,Poultry meat,Human consumption per capita,2010,Kilograms per capita,Units,8.116,Not a country,Asia,Not an Economic Area,4.325,35.1017,,,8.116
566518,ASP,ASIA,Poultry meat,Human consumption per capita,2011,Kilograms per capita,Units,8.4,Not a country,Asia,Not an Economic Area,4.325,36.330000000000005,,,8.4
566519,ASP,ASIA,Poultry meat,Human consumption per capita,2012,Kilograms per capita,Units,8.71,Not a country,Asia,Not an Economic Area,4.325,37.670750000000005,,,8.71
566520,ASP,ASIA,Poultry meat,Human consumption per capita,2013,Kilograms per capita,Units,8.7,Not a country,Asia,Not an Economic Area,4.325,37.6275,,,8.7
566521,ASP,ASIA,Poultry meat,Human consumption per capita,2014,Kilograms per capita,Units,8.713,Not a country,Asia,Not an Economic Area,4.325,37.683724999999995,,,8.713
566522,ASP,ASIA,Poultry meat,Human consumption per capita,2015,Kilograms per capita,Units,8.954,Not a country,Asia,Not an Economic Area,4.325,38.72605,,,8.954
566523,ASP,ASIA,Poultry meat,Human consumption per capita,2016,Kilograms per capita,Units,9.303,Not a country,Asia,Not an Economic Area,4.325,40.23547500000001,,,9.303
566524,ASP,ASIA,Poultry meat,Human consumption per capita,2017,Kilograms per capita,Units,9.529,Not a country,Asia,Not an Economic Area,4.325,41.212925,,,9.529
566525,ASP,ASIA,Poultry meat,Human consumption per capita,2018,Kilograms per capita,Units,9.842,Not a country,Asia,Not an Economic Area,4.325,42.56665,,,9.842
566526,ASP,ASIA,Poultry meat,Human consumption per capita,2019,Kilograms per capita,Units,10.459,Not a country,Asia,Not an Economic Area,4.325,45.235175,,,10.459
566527,ASP,ASIA,Poultry meat,Human consumption per capita,2020,Kilograms per capita,Units,10.615,Not a country,Asia,Not an Economic Area,4.325,45.909875,,,10.615
566528,ASP,ASIA,Poultry meat,Human consumption per capita,2021,Kilograms per capita,Units,10.587,Not a country,Asia,Not an Economic Area,4.325,45.788775,,,10.587
566529,ASP,ASIA,Poultry meat,Human consumption per capita,2022,Kilograms per capita,Units,10.695,Not a country,Asia,Not an Economic Area,4.325,46.255875,,,10.695
566661,TUR,Türkiye,Pigmeat,Consumption,1990,Tonnes,Hundreds,4.03,Türkiye,Not a continent,Not an Economic Area,5.988,,,4.03,
566662,TUR,Türkiye,Pigmeat,Consumption,1991,Tonnes,Hundreds,3.75,Türkiye,Not a continent,Not an Economic Area,5.988,,,3.75,
566663,TUR,Türkiye,Pigmeat,Consumption,1992,Tonnes,Hundreds,3.0,Türkiye,Not a continent,Not an Economic Area,5.988,,,3.0,
566664,TUR,Türkiye,Pigmeat,Consumption,1993,Tonnes,Hundreds,2.14,Türkiye,Not a continent,Not an Economic Area,5.988,,,2.14,
566665,TUR,Türkiye,Pigmeat,Consumption,1994,Tonnes,Hundreds,3.41,Türkiye,Not a continent,Not an Economic Area,5.988,,,3.41,
566666,TUR,Türkiye,Pigmeat,Consumption,1995,Tonnes,Hundreds,3.41,Türkiye,Not a continent,Not an Economic Area,5.988,,,3.41,
566667,TUR,Türkiye,Pigmeat,Consumption,1996,Tonnes,Hundreds,1.1,Türkiye,Not a continent,Not an Economic Area,5.988,,,1.1,
566668,TUR,Türkiye,Pigmeat,Consumption,1997,Tonnes,Hundreds,0.8599999999999999,Türkiye,Not a continent,Not an Economic Area,5.988,,,0.8599999999999999,
566669,TUR,Türkiye,Pigmeat,Consumption,1998,Tonnes,Hundreds,1.3,Türkiye,Not a continent,Not an Economic Area,5.988,,,1.3,
566670,TUR,Türkiye,Pigmeat,Consumption,1999,Tonnes,Hundreds,1.12,Türkiye,Not a continent,Not an Economic Area,5.988,,,1.12,
566671,TUR,Türkiye,Pigmeat,Consumption,2000,Tonnes,Hundreds,1.9700000000000002,Türkiye,Not a continent,Not an Economic Area,5.988,,,1.9700000000000002,
566672,TUR,Türkiye,Pigmeat,Consumption,2001,Tonnes,Hundreds,0.38,Türkiye,Not a continent,Not an Economic Area,5.988,,,0.38,
566673,TUR,Türkiye,Pigmeat,Consumption,2002,Tonnes,Hundreds,1.0,Türkiye,Not a continent,Not an Economic Area,5.988,,,1.0,
566674,TUR,Türkiye,Pigmeat,Consumption,2003,Tonnes,Hundreds,1.0,Türkiye,Not a continent,Not an Economic Area,5.988,,,1.0,
566784,NOA,NORTH AMERICA,Beef and veal,Consumption,1990,Tonnes,Hundreds,120311.04999999999,Not a country,North America,Not an Economic Area,15.415,,,120311.04999999999,
566785,NOA,NORTH AMERICA,Beef and veal,Consumption,1991,Tonnes,Hundreds,120504.07999999999,Not a country,North America,Not an Economic Area,15.415,,,120504.07999999999,
566786,NOA,NORTH AMERICA,Beef and veal,Consumption,1992,Tonnes,Hundreds,121066.95999999999,Not a country,North America,Not an Economic Area,15.415,,,121066.95999999999,
566787,NOA,NORTH AMERICA,Beef and veal,Consumption,1993,Tonnes,Hundreds,119484.60999999999,Not a country,North America,Not an Economic Area,15.415,,,119484.60999999999,
566788,NOA,NORTH AMERICA,Beef and veal,Consumption,1994,Tonnes,Hundreds,124855.66999999998,Not a country,North America,Not an Economic Area,15.415,,,124855.66999999998,
566789,NOA,NORTH AMERICA,Beef and veal,Consumption,1995,Tonnes,Hundreds,126973.11,Not a country,North America,Not an Economic Area,15.415,,,126973.11,
566790,NOA,NORTH AMERICA,Beef and veal,Consumption,1996,Tonnes,Hundreds,128724.95999999999,Not a country,North America,Not an Economic Area,15.415,,,128724.95999999999,
566791,NOA,NORTH AMERICA,Beef and veal,Consumption,1997,Tonnes,Hundreds,127494.47,Not a country,North America,Not an Economic Area,15.415,,,127494.47,
566792,NOA,NORTH AMERICA,Beef and veal,Consumption,1998,Tonnes,Hundreds,130544.87,Not a country,North America,Not an Economic Area,15.415,,,130544.87,
566793,NOA,NORTH AMERICA,Beef and veal,Consumption,1999,Tonnes,Hundreds,133549.82,Not a country,North America,Not an Economic Area,15.415,,,133549.82,
566794,NOA,NORTH AMERICA,Beef and veal,Consumption,2000,Tonnes,Hundreds,135255.53,Not a country,North America,Not an Economic Area,15.415,,,135255.53,
566795,NOA,NORTH AMERICA,Beef and veal,Consumption,2001,Tonnes,Hundreds,133437.69,Not a country,North America,Not an Economic Area,15.415,,,133437.69,
566796,NOA,NORTH AMERICA,Beef and veal,Consumption,2002,Tonnes,Hundreds,137363.02,Not a country,North America,Not an Economic Area,15.415,,,137363.02,
566797,NOA,NORTH AMERICA,Beef and veal,Consumption,2003,Tonnes,Hundreds,134029.97,Not a country,North America,Not an Economic Area,15.415,,,134029.97,
566798,NOA,NORTH AMERICA,Beef and veal,Consumption,2004,Tonnes,Hundreds,136997.09,Not a country,North America,Not an Economic Area,15.415,,,136997.09,
566799,NOA,NORTH AMERICA,Beef and veal,Consumption,2005,Tonnes,Hundreds,136739.74,Not a country,North America,Not an Economic Area,15.415,,,136739.74,
566800,NOA,NORTH AMERICA,Beef and veal,Consumption,2006,Tonnes,Hundreds,138429.94,Not a country,North America,Not an Economic Area,15.415,,,138429.94,
566801,NOA,NORTH AMERICA,Beef and veal,Consumption,2007,Tonnes,Hundreds,138832.55,Not a country,North America,Not an Economic Area,15.415,,,138832.55,
566802,NOA,NORTH AMERICA,Beef and veal,Consumption,2008,Tonnes,Hundreds,134699.92,Not a country,North America,Not an Economic Area,15.415,,,134699.92,
566803,NOA,NORTH AMERICA,Beef and veal,Consumption,2009,Tonnes,Hundreds,132534.33000000002,Not a country,North America,Not an Economic Area,15.415,,,132534.33000000002,
566804,NOA,NORTH AMERICA,Beef and veal,Consumption,2010,Tonnes,Hundreds,130228.5,Not a country,North America,Not an Economic Area,15.415,,,130228.5,
566805,NOA,NORTH AMERICA,Beef and veal,Consumption,2011,Tonnes,Hundreds,126668.32,Not a country,North America,Not an Economic Area,15.415,,,126668.32,
566806,NOA,NORTH AMERICA,Beef and veal,Consumption,2012,Tonnes,Hundreds,126999.79999999999,Not a country,North America,Not an Economic Area,15.415,,,126999.79999999999,
566807,NOA,NORTH AMERICA,Beef and veal,Consumption,2013,Tonnes,Hundreds,125681.63,Not a country,North America,Not an Economic Area,15.415,,,125681.63,
566808,NOA,NORTH AMERICA,Beef and veal,Consumption,2014,Tonnes,Hundreds,121883.45,Not a country,North America,Not an Economic Area,15.415,,,121883.45,
566809,NOA,NORTH AMERICA,Beef and veal,Consumption,2015,Tonnes,Hundreds,121838.3,Not a country,North America,Not an Economic Area,15.415,,,121838.3,
566810,NOA,NORTH AMERICA,Beef and veal,Consumption,2016,Tonnes,Hundreds,126303.54999999999,Not a country,North America,Not an Economic Area,15.415,,,126303.54999999999,
566811,NOA,NORTH AMERICA,Beef and veal,Consumption,2017,Tonnes,Hundreds,130050.12000000001,Not a country,North America,Not an Economic Area,15.415,,,130050.12000000001,
566812,NOA,NORTH AMERICA,Beef and veal,Consumption,2018,Tonnes,Hundreds,131528.3,Not a country,North America,Not an Economic Area,15.415,,,131528.3,
566813,NOA,NORTH AMERICA,Beef and veal,Consumption,2019,Tonnes,Hundreds,133519.06,Not a country,North America,Not an Economic Area,15.415,,,133519.06,
566814,NOA,NORTH AMERICA,Beef and veal,Consumption,2020,Tonnes,Hundreds,134317.02,Not a country,North America,Not an Economic Area,15.415,,,134317.02,
566815,NOA,NORTH AMERICA,Beef and veal,Consumption,2021,Tonnes,Hundreds,132616.91999999998,Not a country,North America,Not an Economic Area,15.415,,,132616.91999999998,
566816,NOA,NORTH AMERICA,Beef and veal,Consumption,2022,Tonnes,Hundreds,133491.41,Not a country,North America,Not an Economic Area,15.415,,,133491.41,
567932,EUR,EUROPE,Pigmeat,Production,1990,Tonnes,Hundreds,264612.77999999997,Not a country,Europe,Not an Economic Area,5.988,,264612.77999999997,,
567933,EUR,EUROPE,Pigmeat,Production,1991,Tonnes,Hundreds,261358.93,Not a country,Europe,Not an Economic Area,5.988,,261358.93,,
567934,EUR,EUROPE,Pigmeat,Production,1992,Tonnes,Hundreds,252495.13999999998,Not a country,Europe,Not an Economic Area,5.988,,252495.13999999998,,
567935,EUR,EUROPE,Pigmeat,Production,1993,Tonnes,Hundreds,256372.66999999998,Not a country,Europe,Not an Economic Area,5.988,,256372.66999999998,,
567936,EUR,EUROPE,Pigmeat,Production,1994,Tonnes,Hundreds,253857.77,Not a country,Europe,Not an Economic Area,5.988,,253857.77,,
567937,EUR,EUROPE,Pigmeat,Production,1995,Tonnes,Hundreds,250837.7,Not a country,Europe,Not an Economic Area,5.988,,250837.7,,
567938,EUR,EUROPE,Pigmeat,Production,1996,Tonnes,Hundreds,249408.05,Not a country,Europe,Not an Economic Area,5.988,,249408.05,,
567939,EUR,EUROPE,Pigmeat,Production,1997,Tonnes,Hundreds,247056.22,Not a country,Europe,Not an Economic Area,5.988,,247056.22,,
567940,EUR,EUROPE,Pigmeat,Production,1998,Tonnes,Hundreds,260574.59,Not a country,Europe,Not an Economic Area,5.988,,260574.59,,
567941,EUR,EUROPE,Pigmeat,Production,1999,Tonnes,Hundreds,260183.74,Not a country,Europe,Not an Economic Area,5.988,,260183.74,,
